,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,target
feature_26,-0.05097384858136663,-0.017871942930906236,0.005232757321565624,0.012116165676077855,-0.029687114460488797,-0.05054150775046379,0.031479906291124606,0.054752020009742844,0.013911718865417306,-0.04918941290733201,0.011740403534527353,-0.0055905832509917765,-0.013977167291309819,-0.008185289369323378,-0.0056862036873417425,0.0032479696631312937,-0.012386911068152285,0.024105538222190123,-0.01431195442425191,0.023296420619470203,0.01634369953109607,-0.043719483699993456,0.03956004653299428,-0.029687114460488797,0.06768285095161956,0.0066080911495072885,1.0,0.00921648351588721,0.01286530023004356,0.010092427080839366,0.013035773910477635,0.013514517412622187,0.013796494736708777,-0.009283158307640477,0.019932572115483643,-0.0012737976512809629,0.017238440017309488,-0.01581238215330327,-0.02271859444286732,0.014685585907243583,0.03978279018385219,-0.01626151875789144,0.014007311280628671,0.015911428369211875,-9.486158983842719e-05,-0.021153054178955667,-0.0035134457392773173,-0.056909694647318675,0.011405298814464596,0.022162086435939917,-0.045911293678685954,0.013911718865417306,-0.010830913527255098,-0.045075014440488524,-0.03885287307327075,0.012015263088927091,0.02136871305613489,0.03720478742149086,0.036191137108073645,-0.034867132006502835,-0.013183223714690979,-0.0025862786396470454,0.0025450868878183204,0.018547167728008705,-0.0505415077504638,-0.012791451992919969,-0.02480118054679909,-0.013977167291309813,0.028716436427747488,0.03390308049744385,0.061911490571330524,-0.00929104883222447,0.07739726720957936,0.04917300394044125,0.02269857437359638,0.0025450868878183204,0.011405298814464596,-0.03141429588619677,0.05638862114098749,-0.022976990984067955,0.03804338971896642,0.023296420619470192,-0.0026960369506932804,0.023919550869916987,0.0026509295118774152,0.022162086435939917,-0.036796859706754594,0.03202176896209196,0.011740403534527365,0.010888174044056754,-0.0006804794043428309,0.053627454503448156,-0.0036554372178494846,-0.025237690095663748,0.011236589545640196,-0.049189412907332,-0.01631933075944455,-0.009518923132203056,0.027152152018498583,-0.03679306926781487,-0.020522719041866967
feature_27,-0.020343889186691715,0.020446014216372696,0.02719829706122393,-0.007572210933463391,0.009374254101126201,0.010982502547412884,0.02553915773808642,0.036442586980970984,0.0021938055307989695,0.0032117269786870756,-0.015540530577671154,0.032195365130027326,0.014047648392338819,-0.02952195907710012,-0.03144032562340836,-0.000178340625635941,-0.006861715803183492,-0.015674473351461337,0.04303893435982243,0.03279032317868737,0.056325624083230115,-0.037146409387561516,0.03730466568686214,0.009374254101126201,0.0023748584584073404,-0.010725642872756904,0.00921648351588721,1.0,-0.04338175704733925,0.013693634478199133,0.012235891724487762,0.02962063717417828,-0.032339381919236805,-0.022517849428620538,0.0053664704625018735,0.04380090636493201,-0.013372086525154122,-0.023314094076125773,-0.012624952349966408,0.03552741650126618,0.01919527999704761,0.012273901091233901,-0.0070654589038347555,0.013877861675206249,0.02126949869934264,0.09705135103333402,-0.033438344726753576,0.02039932956674931,-0.009507993288082371,-0.026290087738674132,0.01201373205807396,0.002193805530798965,0.021903812232765347,-0.00492280491410893,0.03133736752646194,-0.02259458102812752,-0.01342140597208952,-0.03694554861124789,0.015807866745572743,0.03587823814628165,0.03644571307525875,-0.02103120572220757,0.014913551396798681,-0.023951376798967368,0.010982502547412894,-0.02983793128054718,-0.009986988233906416,0.01404764839233883,0.011342950276353762,-0.031115935043891256,-0.018232864295697097,0.022197685958438327,0.07677559839988231,0.01291000547147955,-0.02039074288035407,0.014913551396798681,-0.009507993288082371,0.01834432199061297,0.0458312482352726,-0.031824432630682485,0.012900713122483858,0.03279032317868737,0.007080065330899754,-0.004472779096174748,0.025800254299938687,-0.026290087738674132,-0.009354618407541463,-0.017532813985071977,-0.015540530577671161,-0.030051408660857686,-0.03124458720266916,-0.025837811637150467,0.04073169216232357,0.0007062682180696623,0.024326332566361738,0.003211726978687072,0.035357757083044776,0.0062568941936444016,-0.0531614124510183,0.01818218349516984,-0.01904733071408998
feature_28,-0.08808668189974925,0.03345992477564981,-0.021024717173209067,0.10398541953121922,-0.0012530768427379444,-0.033329705125010364,0.037624368271533086,-0.19654781631106502,-0.16672965186276373,-0.14316771537991288,-0.027331844073116233,0.04332052942738875,-0.0886112752377152,-0.05634033956575774,-0.012536102487777288,0.07744665565446303,0.0024173203546206073,-0.005747303576380964,-0.02156649505091516,-0.20562395172378897,-0.05175585877301134,0.04147812662428933,0.1606955448239437,-0.0012530768427379444,0.025376521658877247,-0.0631604462106105,0.01286530023004356,-0.04338175704733925,1.0,-0.0655531649402231,-0.27012371037751576,0.03488947918378119,0.19071471121918546,-0.030542621511355318,0.026775763914249753,-0.1534003330417078,0.04853616465917155,0.015219950879629449,-0.0023235561751279387,0.11680734481173476,-0.14755080004255008,-0.11279615633967047,-0.006030846341907132,-0.2548876410458587,0.3098721531095757,-0.35907586811376085,0.24820837405472898,-0.35596232086452834,0.2059885407794556,-0.13683788805240507,0.1355077194604546,-0.16672965186276373,0.029821996240491255,0.05741894609776802,-0.0886302904444645,-0.11847320965915206,0.002859730232139386,-0.17982414059779148,-0.1346359202270675,-0.18116083442292813,-0.24912023201670583,0.17797524115228736,0.06496653657579068,0.12251635557506496,-0.033329705125010385,0.041512416214779344,-0.19397109877987984,-0.08861127523771523,0.022153388064463,-0.00151305809706416,0.03886594976606779,0.04652892857486355,0.030068090040513522,-0.21817962861919565,-0.14638845277780405,0.06496653657579068,0.2059885407794556,-0.15646904504297188,-0.08307967603874504,-0.10628239991756289,0.025257514899083112,-0.20562395172378892,-0.011187911217911892,-0.11551274325860272,-0.19620834833469727,-0.13683788805240507,-0.2503155423302529,-0.13381804176991696,-0.027331844073116222,0.13418044762324444,0.0587424375081736,-0.06056198883592748,-0.09779913783081336,-0.008824770259780268,-0.02635952857093704,-0.14316771537991296,0.1990791473977639,0.20382856846742806,0.14082544608579078,-0.04452497658607494,-0.09146970568612331
feature_29,-0.12014713459221353,-0.02010221755496367,-0.24796984270684852,0.013035605041859907,0.042070022530041835,0.04608110622829846,0.09569584713863317,-0.00036341244058743657,-0.10384583289959587,-0.06106755849052641,-0.09054987640847877,-0.020135322433601218,-0.03642733838873023,-0.08411688218652466,-0.05279027614627031,-0.307733115657493,-0.03823473972379243,0.01970040772780063,0.030485640550365255,-0.15939086561432528,-0.014468356325721366,-0.13028946134778188,-0.10078704858670276,0.042070022530041835,-0.058841577799712906,-0.051337047736388364,0.010092427080839366,0.013693634478199133,-0.0655531649402231,1.0,0.04488357503045742,-0.0366695532214926,0.057172222394541394,-0.009401288676241227,0.01796896540229966,0.061431859604638685,0.022924842986625036,0.188325147267101,-0.034123402697619216,-0.03563203236686271,0.024724552518973635,0.00614153906167256,-0.03481692168504793,0.07506676688294676,0.06714069997067029,-0.12670734000138348,-0.033921468056307406,0.05146459017762167,0.009369641989717112,0.08417393778363526,-0.08898054991819535,-0.10384583289959586,-0.01913984978333008,0.1813370098932053,-0.048777934374415424,0.082749356156387,0.05546038445966332,-0.07054215969240576,-0.07401589381888266,-0.08773351377535055,0.002268062616711455,-0.23725626557131643,0.06434376801451211,-0.048672026747977735,0.046081106228298474,-0.0530105816944269,-0.22141358466850738,-0.036427338388730225,0.11470810834770341,0.01681296048764827,-0.078584325221744,-0.07692447434990074,-0.011352569382063377,0.0970853234240616,-0.1747042932240658,0.06434376801451211,0.009369641989717112,-0.15782807985316186,-0.09609950591372406,0.20441129257777607,0.10499955119875447,-0.15939086561432522,-0.025026625927967467,0.06392542884625606,0.08198072984381086,0.08417393778363526,0.06979303763022537,-0.17764637148356432,-0.09054987640847875,0.03495978175626794,0.012482108871416734,0.06979872119818675,-0.007145288732959899,-0.0004347174515432774,0.06316021617875527,-0.06106755849052643,0.07099750243481343,0.007834789795476022,-0.03718031144663177,0.07441054897456639,0.21646065524576916
feature_30,-0.03184170043293402,-0.014443336083133664,0.22415608951341534,0.051739969353229116,-0.2577889455046366,-0.07214733584635509,0.09647386796956907,0.13832405201350623,0.3327382458413195,0.013941393401836652,0.15292934905561373,0.02956089848516833,0.10753605052893268,0.0164349586738348,0.00974631844906108,0.23691528820301544,-0.007473478900835238,-0.007750335155487194,-0.04824938541270044,0.13201429649788823,0.07271222899828467,-0.07712588956457268,0.08187596266350339,-0.2577889455046366,-0.011580096175716002,-0.11342170657503454,0.013035773910477635,0.012235891724487762,-0.27012371037751576,0.04488357503045742,1.0,0.06435896984047239,-0.06389079270190103,-0.007576954653559136,-0.025120406810410688,0.022919585528165587,0.0245136034797621,-0.1328888297502248,-0.07066099821897107,-0.10334733609878524,-0.054167207572202045,-0.09470856594200582,0.0018851359462238753,0.06560998277274033,-0.09589199608079689,0.14632702563369268,-0.07316439742253199,0.11885890890718964,-0.08844569000814512,0.0278517754040639,-0.07836947471625413,0.33273824584131945,-0.010963559799034866,-0.037611641465371826,0.040239688809371746,0.05420148463390288,-0.025787869997030755,0.04374581868024008,-0.06315481892950564,0.021421128677618955,0.04960411971158935,0.08221219878884606,-0.07735033824409512,-0.010397989917687079,-0.07214733584635508,0.02250284629457094,0.12360067056956857,0.10753605052893268,0.07253124202174277,0.011419889135946309,-0.03132901168473687,-0.04728190727266807,0.022493696501976343,-0.05040948308332663,0.11750251586597306,-0.07735033824409512,-0.08844569000814512,-0.01855738578442306,0.050991453803724204,-0.06761571215744619,-0.025156226640333287,0.13201429649788823,0.03294913596560657,0.06416662763318166,0.03153041270305908,0.0278517754040639,0.03895963283847427,-0.15942884297871748,0.1529293490556137,0.13770926381767273,-0.035848756358960523,0.005765201461480884,-0.23116502849850437,-0.07579413182661543,0.023875519061742397,0.013941393401836649,0.06517960656856497,-0.19089441770216575,-0.11237479237063272,-0.1966843413178467,0.06853002768448434
feature_31,-0.048033602174480834,-0.03021672679302777,0.042388864458712774,0.02149484577748788,0.22434459417011426,-0.021321418105799114,0.1371529335984807,-0.008560677415226791,0.012767148036605301,0.08539300106105233,0.23569785825293524,-0.019861129273347825,-0.01002563282105385,-0.024743421185373635,-0.12191305446728462,0.2741800612227351,-0.0032516179032417184,0.006664698440110156,0.06955828059811549,-0.04807791669514892,0.0708552666635783,0.034059260101574625,0.08763030855641334,0.22434459417011426,-0.05687491953383503,-0.010261040240744139,0.013514517412622187,0.02962063717417828,0.03488947918378119,-0.0366695532214926,0.06435896984047239,1.0,-0.0012352946909039903,-0.01957197768780708,0.030566217207076994,-0.009767153546398545,-0.059369656066565024,-0.14460934234992168,-0.025540748074037785,-0.005032394742114078,0.04281037117430759,-0.056606111203697226,0.05773169594383075,-0.03990955221642884,0.11335426974230736,-0.019365572804716596,-0.0005524286068857131,-0.022663245416393734,-0.09086486508859114,0.03050557632150467,-0.018702704608790158,0.012767148036605313,-0.016471809216371456,-0.08199810789904707,0.11665722394602882,0.01809780214693815,-0.013066659820498126,0.07966156569880394,0.049622168757847286,-0.07117161234128487,-0.0009498982719706078,0.15558107893511802,0.015378485540988758,-0.18090730483586387,-0.021321418105799118,-0.017635685035968327,0.14562892332977953,-0.01002563282105385,-0.08583847988747446,0.013314859944410291,-0.03376823129289523,-0.1761720970446515,-0.0023843373581680224,0.010695436103792526,0.15360184149824305,0.015378485540988758,-0.09086486508859114,0.013194468745940767,-0.243409642055957,-0.14238773265555638,-0.0149910676314763,-0.04807791669514892,-0.02571464291898353,0.024925314575832958,0.033755791250733934,0.03050557632150467,0.06384968893324193,-0.26369186242973697,0.23569785825293524,-0.01670110873595,0.05465551764881532,0.0016747899607592888,-0.054822867932144984,0.002361782632840346,0.0005393378687149213,0.08539300106105233,0.02269729960183736,0.312779660762193,-0.015765411855415586,-0.022626627515749686,0.01637103968649404
feature_32,0.03965190914317431,0.022544241461221238,-0.2125875511704532,-0.1540083448592103,0.07019128201045635,0.055547568929734455,-0.14504620156536413,-0.08686140918718452,-0.2690730407499357,-0.1166139840967145,0.053979859280139056,0.04652863311650572,0.1021271002101268,-0.008907407141955244,0.015657850744320162,0.003264463273719755,-0.04067145216793275,0.03277807559325709,0.07539780492707912,-0.06692843184366228,0.05701953262282331,-0.004573538926151113,0.03528081951332383,0.07019128201045635,-0.012691909687022893,0.007278397559307506,0.013796494736708777,-0.032339381919236805,0.19071471121918546,0.057172222394541394,-0.06389079270190103,-0.0012352946909039903,1.0,0.028614212913604532,-0.0489090333615386,-0.06027556369055832,-0.012990731808844276,0.12060868433586708,-0.01010208895185753,-0.035077606970594956,-0.0035181530620452175,-0.039371852069213994,-0.05183470772033464,0.045141072843188995,0.13606925035914794,-0.2925778576952619,0.03955501916860581,-0.06512352140709216,-0.05763980339755377,-0.13513184540026696,-0.04280722666185458,-0.2690730407499357,0.014793369912046345,-0.18095035702044837,0.02542452677141309,0.043223548083089904,-6.756904343965433e-05,-0.002529724353660381,-0.04748468056130699,-0.01635437181394299,-0.0368378280249851,-0.11537556567736318,0.0743860659544834,0.05135253674569083,0.055547568929734455,-0.00927665709306445,-0.24457918893186983,0.10212710021012679,0.03947800436763335,0.022218659917973067,0.08852551903884501,-0.16945749893399656,0.05506531068721468,0.06885813149436079,-0.01887305563191776,0.0743860659544834,-0.05763980339755377,-0.11444669439047504,0.09164816550051612,-0.002288761436188582,0.21229820383094813,-0.06692843184366226,0.028926369786730338,-0.034173845402966245,0.14227234882419923,-0.13513184540026696,0.020052638572619276,-0.1725545300630103,0.05397985928013909,0.0528323975727203,0.02606829516072416,0.07654468411932984,0.061734646309727276,-0.017975745639128585,-0.018983235023110123,-0.1166139840967145,0.0716528830650966,0.25568781976619,-0.07281883587943651,-0.0711290052892756,0.09362878626391928
feature_33,-0.025625960324843475,-0.04814748192999324,-0.034608531031989506,-0.06771058346403157,0.03930947933275995,-0.0022674410291361065,-0.09048073624930755,-0.03132723323147862,0.013344590706357512,0.007426104123229485,-0.01604655960023831,0.004362126246439819,0.04330783711945198,-0.04724912938572458,0.00981768813324654,-0.030119166642393357,0.015014390632095908,0.013467904080676333,-0.04496539100577816,0.020072125821131544,0.019863605292664635,0.000262734425024938,-0.021546531533950766,0.03930947933275995,-0.0050997302887361975,-0.04077947310636445,-0.009283158307640477,-0.022517849428620538,-0.030542621511355318,-0.009401288676241227,-0.007576954653559136,-0.01957197768780708,0.028614212913604532,1.0,-0.018743111932489162,0.018003054319405205,-0.0035489554122455505,-0.03815561928240192,-0.04557230772510921,0.016352775907361804,0.047494242176911866,0.028624792840403434,-0.002860771696056571,0.014141207607209837,0.017010690079760173,0.007460535221089904,0.0030982693935371884,-0.01799452043941546,-0.0025082938210948987,-0.024340532795529144,-0.019352153386196898,0.013344590706357505,0.021236036684924804,-0.015712541241817517,-0.04922137669880133,0.0297057230736742,0.033501490183884486,0.03627520317594392,0.011564521443498193,-0.020406375985229524,-0.00039648628622927215,-0.024077268968539196,0.009804562844795939,-0.007374477053331924,-0.0022674410291361113,0.015354352374606958,0.036764637755445244,0.04330783711945198,0.0406686652690508,-0.00034852648283491364,0.04855604809227334,-0.03517784561134046,-0.012467713098396964,0.026169859296289216,-0.04572574983527156,0.009804562844795939,-0.0025082938210948987,0.010015951141044557,0.01778745057192691,0.003480594471447417,-0.019507140169553495,0.020072125821131548,0.004505549223753374,0.05763533495352628,0.0038176571862272224,-0.024340532795529144,0.0302247533529101,0.07462157762271827,-0.0160465596002383,-0.07586274961658535,-0.05558171450771696,-0.045448341710748505,0.01230177984338797,-0.04385431418487712,0.007478247693817466,0.007426104123229467,0.025239004676753114,0.026270485097260727,0.006294247738252645,0.06512412365945634,0.04160681866863465
feature_34,-0.015612536875451437,-0.019427870298017916,0.034636527805123836,-0.0072321204402579446,0.010142887391889262,0.027196887585327373,0.02476518085044183,0.026182564801959168,-0.014941251916712271,0.027254409774588297,0.03815834524105173,-0.0028542403671258537,-0.03975751486410967,0.0018337829891042095,-0.0306913703232669,-0.01324764699539865,0.01734370315710514,-0.045894559938080795,0.013864690756386184,-0.043437773204349966,-0.023946198680777266,0.007457034898618637,-0.05374645069509312,0.010142887391889262,0.044992927718035966,0.02604292674752117,0.019932572115483643,0.0053664704625018735,0.026775763914249753,0.01796896540229966,-0.025120406810410688,0.030566217207076994,-0.0489090333615386,-0.018743111932489162,1.0,-0.012945533927301283,-0.05426331665237262,-0.00031382665109327973,0.056585267593683916,0.04068514722653859,0.0003785538506862081,-0.018764596154861514,0.03361713357563111,0.02982745659075688,0.05773257132890589,0.032287909688203206,-0.007733716769268804,-0.027718762646180187,0.05291012605009765,0.0323778266101951,0.0224957374724672,-0.014941251916712257,0.04267823939739379,0.07310806118233087,0.027079192478337774,-0.035965604707911686,0.045428250798645764,-0.013064477297555107,-0.02507017674070668,0.03231556601340572,0.0010933050490382545,0.021897215737511525,0.026153692389358024,-0.04119128831589979,0.0271968875853274,-0.006499622217512656,0.03495151041025536,-0.03975751486410968,-0.006730680118004488,0.018869963401790014,0.007352206073517559,-0.04026375421361998,-0.0007675235448716104,-0.006463010204284448,0.008090738421097948,0.026153692389358024,0.05291012605009765,0.01725789638174355,-0.02671260818583333,0.0014282925472383658,-0.03660430775729437,-0.043437773204349966,0.012880935639055346,0.02119332103893477,-0.01629841391883556,0.0323778266101951,-0.0009122288697979722,0.0007562150005096896,0.03815834524105173,-0.03529776443142137,-0.00011859589071855761,4.4401856319353057e-05,-0.04009233663521133,-0.0049706471074140056,-0.011118074002765052,0.027254409774588297,0.010294828131990183,0.004663464992642142,0.01799609063908713,-0.005328811400542206,-0.04645593796207713
feature_35,0.07936039516331167,-0.00930067795226066,0.07202803293522894,0.00958723125039345,-0.006411922254065475,-0.04599574427270325,0.015789780686156822,0.016151575296795846,-0.03721656354510231,0.0011491438041838688,0.09313560356885109,-0.02016384927756262,-0.03301973567526124,-0.1345744156596025,0.043224149556099684,-0.11995313208416693,-0.0054884947856411025,-0.03823090838312113,0.00012987509734930155,0.02695821746479581,0.06333005538997187,-0.02466243029151434,0.046731580687149527,-0.006411922254065475,0.04380320610244382,0.003211986509133308,-0.0012737976512809629,0.04380090636493201,-0.1534003330417078,0.061431859604638685,0.022919585528165587,-0.009767153546398545,-0.06027556369055832,0.018003054319405205,-0.012945533927301283,1.0,-0.0456710132607439,-0.16678953671579055,0.00017572894909602545,-0.03478894609676439,-0.0589728153793834,0.04377750661224,-0.024460001935412957,0.13601944505308117,0.004671495264737758,0.2084616058333845,-0.09422845344687535,0.010807711549679203,-0.02744540843317494,0.07581532747800707,-0.07503274377029724,-0.03721656354510229,0.02046269262922954,-0.151597225344819,-0.08138249547293588,-0.06847438055453132,-0.009904822120769064,-0.1337392025599926,0.0745867842069689,-0.10791041204247236,0.11240478840784024,-0.2665208102299232,-0.0009564842701145596,-0.037751641387403057,-0.045995744272703275,-0.0038836321705369423,0.23302812241593265,-0.03301973567526124,0.05121648625262096,0.06451597244410974,-0.160547672248671,0.0029591395777922337,-0.0020964771070788027,0.0573949266822344,0.09649415432728138,-0.0009564842701145596,-0.02744540843317494,0.04810224177388617,0.25887626713495704,0.011880437003141746,-0.009040606384643332,0.026958217464795823,-0.008275962358974417,0.10354547096601656,0.12380115263125598,0.07581532747800707,0.042066289738941394,-0.13651113566890094,0.09313560356885106,0.07501536550215272,-0.05153566305812906,0.042663988991636745,-0.016426675077320808,0.014728372029939613,0.1170525480283793,0.0011491438041838814,0.001093736119396489,-0.22199426353541907,-0.06239076491727989,0.1346733392478726,0.05984970348757039
feature_36,-0.09352901414372701,0.008110138514477698,0.0003896735667844639,0.04065342049385352,-0.05492719060643062,-0.006490336457962841,-0.00839794714733795,-0.0007464907530453546,0.028287699213624812,-0.059210415560973714,-0.03777750531200312,0.03867801105980656,0.027148469602464826,0.027335394102515127,0.006639184167343907,-0.003080601203405792,-0.00192222736078223,-0.004114114379588088,0.005115599968308115,0.0009872410564291797,0.030763823131319704,-0.051757859591745364,0.0014878096476192376,-0.05492719060643062,0.0524856689748656,-0.047744652256747955,0.017238440017309488,-0.013372086525154122,0.04853616465917155,0.022924842986625036,0.0245136034797621,-0.059369656066565024,-0.012990731808844276,-0.0035489554122455505,-0.05426331665237262,-0.0456710132607439,1.0,-0.013435333187426035,-0.014853190784787872,0.0161359925818527,0.04253290415535065,0.010315216187484055,8.452743900338918e-05,0.025837136499097024,-0.003450473661228683,0.01993211913248683,0.026404017778544474,-0.05508841389461769,0.02181107457028233,-0.0054093238208521065,-0.009810301763983462,0.028287699213624815,-0.0034658220051113774,0.015914805283230818,-0.035685643158661275,0.03338081588112106,0.05355732344233109,-0.018368845304129654,-0.025882437198617315,-0.023638426195770414,-0.020031503743896326,0.021731868642846184,0.03768561439515642,0.05542531083714042,-0.006490336457962841,-0.009860863981127796,-0.04327378236568941,0.027148469602464812,-0.031223973765942183,-0.050737257967616314,0.03530077164161115,0.018719184317106872,-0.020682004849957584,-0.02697171782775631,0.0001495183142108743,0.03768561439515642,0.02181107457028233,-0.04198175342292012,0.03458364169509946,0.01007774340462832,-0.0026128961385857123,0.0009872410564292092,0.03155859689520746,0.0009855681065525502,0.007109488427544821,-0.0054093238208521065,-0.004920248270886105,-0.0048486787867438215,-0.03777750531200313,0.015029012393147205,0.003973033774166695,0.00984039185802702,-0.02018773664952088,0.01941281830207958,0.023440457148710216,-0.059210415560973735,0.03911273867529113,-0.02198067106545563,-0.00694134401850058,-0.02998586026447456,0.06131542053137304
feature_37,-0.01696924064015908,-0.05358638489051588,-0.050565411008399126,-0.015174914543678275,0.00690325190610971,-0.17122009177333833,0.0785536237230767,-0.08619694770351176,-0.03651184922256674,0.11451744219413479,0.08798372242250146,0.0024501315139035334,-0.02150422708995355,-0.04978239725913835,-0.05717484260972175,0.05027076954758035,-0.006620598684361489,0.041019713292280116,0.24700120856848048,-0.12942370250362556,-0.15755199789386554,0.07123263715366034,0.21185881758931108,0.00690325190610971,-0.004484401580265311,-0.15980591715121464,-0.01581238215330327,-0.023314094076125773,0.015219950879629449,0.188325147267101,-0.1328888297502248,-0.14460934234992168,0.12060868433586708,-0.03815561928240192,-0.00031382665109327973,-0.16678953671579055,-0.013435333187426035,1.0,-0.0017407404149139573,0.2401659974892558,-0.12005976708815601,-0.01655136015049203,-0.023779441027494335,0.27177825930967303,-0.27016447025690193,-0.05425329395484313,0.009558859299102797,0.12928180552245905,-0.04546616706887888,0.14652761349763407,-0.09400036889382178,-0.036511849222566714,0.017746465549802526,0.07368902845353187,0.22484969658535625,-0.23534196098511773,0.08602871264011383,0.2896354501912307,-0.05832789836524239,0.09470428210546784,0.23158329011925538,-0.08759945000506884,0.019960978204257036,0.08472085508383728,-0.1712200917733383,-0.04662210816061503,-0.11751743850109662,-0.021504227089953556,0.20869005334918345,-0.033349529114239634,-0.09532533018513939,0.088577933271865,0.028255926726329858,-0.2984832774438759,-0.040541224002520075,0.019960978204257036,-0.04546616706887888,-0.0231777925453579,-0.06695690361012152,-0.15284145327645723,0.11297830709970136,-0.12942370250362556,0.011370757266516087,0.1492210623898983,0.023400040221886725,0.14652761349763407,0.20118169718205953,-0.07226238748789778,0.08798372242250145,-0.04618760318686319,-0.11042535475126102,0.05639792758077712,-0.004886879400088569,0.01330639214205519,-0.2272390315876518,0.1145174421941348,-0.0217374129896573,0.14638829731025552,0.12652168810929515,-0.08305422524105573,-0.06655096418179249
feature_38,-0.05467107763509767,-0.045735731976804105,0.011176517345278282,-0.0014864189062460912,0.02702048721981465,0.007069565765712459,0.039719927129768025,0.044444736962023036,-0.04110873575834043,-0.03780948916731186,-0.017214854930923416,0.02516628799971257,0.006505770881793975,0.009445009820058256,-0.015505221836486687,0.014337350395646589,0.03384184636102128,-0.04595639727891443,0.01667148894276102,-0.045923364981156005,0.04721882435970806,0.027929852694922392,-0.06627119217077979,0.02702048721981465,0.022331849582395286,-0.021740839613454657,-0.02271859444286732,-0.012624952349966408,-0.0023235561751279387,-0.034123402697619216,-0.07066099821897107,-0.025540748074037785,-0.01010208895185753,-0.04557230772510921,0.056585267593683916,0.00017572894909602545,-0.014853190784787872,-0.0017407404149139573,1.0,-0.07541038130032986,0.006756847942476855,-0.047266612981897785,0.011769036509135047,-0.04641445349123253,-0.01905892742684142,-0.024328721696282,0.01983882260417552,-0.0261243046066461,-0.0114608334025378,-0.02712700809400271,-0.009999503169930828,-0.04110873575834044,0.00952840855204832,-0.03866891258535058,0.0004462090588240488,0.013643899762083663,-0.0018257581933762144,-0.012031694022077396,-0.01312971507126121,-0.006845530023691192,0.030758353684783087,-0.02760680520349533,0.026591233975859933,-0.04251189195550941,0.007069565765712463,0.012383565221965721,-0.01898295853915995,0.006505770881793969,0.03908964296961937,0.014594539018671089,0.001375097387896265,-0.026701730927774617,-0.014786861375435952,-0.02376394551887747,0.042883013529070556,0.026591233975859933,-0.0114608334025378,-0.00404773282554343,0.01317705732687881,-0.007533939408003849,-0.038285979637979105,-0.045923364981156005,0.0033084224755547823,-0.034987815371238455,0.01634329476332205,-0.02712700809400271,0.05494131171073273,0.03394389725618744,-0.017214854930923403,0.0022233839876081643,0.08397875147800994,0.02491941882704313,0.026437022344308832,0.002980933522055213,-0.007058509659978558,-0.03780948916731187,-0.02813794883454486,0.03537263514131614,-0.006643717044980024,0.03858680142362388,0.033298502594898985
